trajectory_id,task_id,task_code,task_name,label,outer_role,inner_role,source_type,source_dataset,source_trajectory_id,origin_sequence_id,historical_source_trajectory_id,environment_seed,source_relative_path,num_replan_steps,common_length
v1completed_external_L6_libero10_v2_selected_106,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_106,libero10_task02_rollout041,,202610291,fully_instrumented_libero10_v1/tasks/task_02/rollout_041,260,120
v1completed_external_L6_libero10_v2_selected_107,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_107,libero10_task02_rollout043,,202610293,fully_instrumented_libero10_v1/tasks/task_02/rollout_043,124,120
v1completed_external_L6_libero10_v2_selected_108,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_108,libero10_task02_rollout044,,202610294,fully_instrumented_libero10_v1/tasks/task_02/rollout_044,155,120
v1completed_external_L6_libero10_v2_selected_109,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_109,libero10_task02_rollout045,,202610295,fully_instrumented_libero10_v1/tasks/task_02/rollout_045,146,120
v1completed_external_L6_libero10_v2_selected_110,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_110,libero10_task02_rollout046,,202610296,fully_instrumented_libero10_v1/tasks/task_02/rollout_046,126,120
v1completed_external_L6_libero10_v2_selected_111,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_111,libero10_v2_task02_expansion0001,,202610276,fully_instrumented_libero10_v2/expansion/task_2/rollout_0001,260,120
v1completed_external_L6_libero10_v2_selected_112,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_112,libero10_v2_task02_expansion0002,,202610291,fully_instrumented_libero10_v2/expansion/task_2/rollout_0002,260,120
v1completed_external_L6_libero10_v2_selected_113,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_113,libero10_v2_task02_expansion0008,,202908310,fully_instrumented_libero10_v2/expansion/task_2/rollout_0008,125,120
v1completed_external_L6_libero10_v2_selected_114,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_114,libero10_v2_task02_expansion0009,,202908311,fully_instrumented_libero10_v2/expansion/task_2/rollout_0009,130,120
v1completed_external_L6_libero10_v2_selected_115,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_115,libero10_v2_task02_expansion0017,,202908319,fully_instrumented_libero10_v2/expansion/task_2/rollout_0017,135,120
v1completed_external_L6_libero10_v2_selected_116,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_116,libero10_v2_task02_expansion0021,,202908323,fully_instrumented_libero10_v2/expansion/task_2/rollout_0021,135,120
v1completed_external_L6_libero10_v2_selected_117,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_117,libero10_v2_task02_expansion0026,,202908328,fully_instrumented_libero10_v2/expansion/task_2/rollout_0026,260,120
v1completed_external_L6_libero10_v2_selected_118,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_118,libero10_v2_task02_expansion0034,,202908336,fully_instrumented_libero10_v2/expansion/task_2/rollout_0034,153,120
v1completed_external_L6_libero10_v2_selected_119,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_119,libero10_v2_task02_expansion0041,,202908343,fully_instrumented_libero10_v2/expansion/task_2/rollout_0041,260,120
v1completed_external_L6_libero10_v2_selected_120,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_120,libero10_v2_task02_expansion0047,,202908349,fully_instrumented_libero10_v2/expansion/task_2/rollout_0047,147,120
v1completed_external_L6_libero10_v2_selected_121,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_121,libero10_v2_task02_expansion0052,,202908354,fully_instrumented_libero10_v2/expansion/task_2/rollout_0052,260,120
v1completed_external_L6_libero10_v2_selected_122,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_122,libero10_v2_task02_expansion0056,,202908358,fully_instrumented_libero10_v2/expansion/task_2/rollout_0056,139,120
v1completed_external_L6_libero10_v2_selected_124,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_124,libero10_v2_task02_expansion0063,,202908365,fully_instrumented_libero10_v2/expansion/task_2/rollout_0063,260,120
v1completed_external_L6_libero10_v2_selected_125,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_125,libero10_v2_task02_expansion0071,,202908373,fully_instrumented_libero10_v2/expansion/task_2/rollout_0071,128,120
v1completed_external_L6_libero10_v2_selected_127,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_127,libero10_v2_task02_expansion0077,,202908379,fully_instrumented_libero10_v2/expansion/task_2/rollout_0077,144,120
v1completed_external_L6_libero10_v2_selected_129,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_129,libero10_v2_task02_expansion0083,,202908385,fully_instrumented_libero10_v2/expansion/task_2/rollout_0083,133,120
v1completed_external_L6_libero10_v2_selected_130,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_130,libero10_v2_task02_expansion0084,,202908386,fully_instrumented_libero10_v2/expansion/task_2/rollout_0084,157,120
v1completed_external_L6_libero10_v2_selected_132,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_132,libero10_v2_task02_expansion0093,,202908395,fully_instrumented_libero10_v2/expansion/task_2/rollout_0093,172,120
v1completed_external_L6_libero10_v2_selected_133,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_133,libero10_v2_task02_expansion0094,,202908396,fully_instrumented_libero10_v2/expansion/task_2/rollout_0094,159,120
v1completed_external_L6_libero10_v2_selected_134,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_134,libero10_v2_task02_expansion0099,,202908401,fully_instrumented_libero10_v2/expansion/task_2/rollout_0099,134,120
v1completed_external_L6_libero10_v2_selected_135,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_135,libero10_v2_task02_expansion0102,,202908404,fully_instrumented_libero10_v2/expansion/task_2/rollout_0102,260,120
v1completed_external_L6_libero10_v2_selected_137,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_137,libero10_v2_task02_expansion0106,,202908408,fully_instrumented_libero10_v2/expansion/task_2/rollout_0106,143,120
v1completed_external_L6_libero10_v2_selected_138,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_138,libero10_v2_task02_expansion0107,,202908409,fully_instrumented_libero10_v2/expansion/task_2/rollout_0107,133,120
v1completed_external_L6_libero10_v2_selected_139,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_139,libero10_v2_task02_expansion0113,,202908415,fully_instrumented_libero10_v2/expansion/task_2/rollout_0113,260,120
v1completed_external_L6_libero10_v2_selected_143,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_143,libero10_v2_task02_expansion0134,,202908436,fully_instrumented_libero10_v2/expansion/task_2/rollout_0134,182,120
v1completed_external_L6_libero10_v2_selected_144,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_144,libero10_v2_task02_expansion0138,,202908440,fully_instrumented_libero10_v2/expansion/task_2/rollout_0138,260,120
v1completed_external_L6_libero10_v2_selected_145,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_145,libero10_v2_task02_expansion0140,,202908442,fully_instrumented_libero10_v2/expansion/task_2/rollout_0140,148,120
v1completed_external_L6_libero10_v2_selected_146,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_146,libero10_v2_task02_expansion0141,,202908443,fully_instrumented_libero10_v2/expansion/task_2/rollout_0141,260,120
v1completed_external_L6_libero10_v2_selected_147,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_147,libero10_v2_task02_expansion0143,,202908445,fully_instrumented_libero10_v2/expansion/task_2/rollout_0143,260,120
v1completed_external_L6_libero10_v2_selected_148,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_148,libero10_v2_task02_expansion0145,,202908447,fully_instrumented_libero10_v2/expansion/task_2/rollout_0145,178,120
v1completed_external_L6_libero10_v2_selected_149,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_149,libero10_v2_task02_expansion0146,,202908448,fully_instrumented_libero10_v2/expansion/task_2/rollout_0146,260,120
v1completed_S5_replay_003,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S5_replay_003,v1completed_S5_replay_003,stage4b-seen-S5-0432,608160077,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_003,260,105
v1completed_S5_replay_004,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S5_replay_004,v1completed_S5_replay_004,stage4b-seen-S5-0436,608160081,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_004,260,105
v1completed_S5_replay_005,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S5_replay_005,v1completed_S5_replay_005,stage4b-seen-S5-0443,608160088,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_005,260,105
v1completed_S5_replay_007,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S5_replay_007,v1completed_S5_replay_007,stage4b-seen-S5-0447,608160092,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_007,260,105
v1completed_S5_replay_008,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S5_replay_008,v1completed_S5_replay_008,stage4b-seen-S5-0448,608160093,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_008,260,105
v1completed_S5_replay_009,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S5_replay_009,v1completed_S5_replay_009,stage4b-seen-S5-0449,608160094,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_009,260,105
v1completed_S5_replay_010,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S5_replay_010,v1completed_S5_replay_010,stage4b-seen-S5-0450,608160095,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_010,260,105
v1completed_S5_replay_011,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S5_replay_011,v1completed_S5_replay_011,stage4b-seen-S5-0453,608160098,V1补齐版本/generated_v1_assets/S5/v1completed_S5_replay_011,260,105
v1completed_external_S5_libero10_v2_selected_150,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_150,libero10_task03_rollout015,,202611265,fully_instrumented_libero10_v1/tasks/task_03/rollout_015,127,105
v1completed_external_S5_libero10_v2_selected_151,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_151,libero10_task03_rollout016,,202611266,fully_instrumented_libero10_v1/tasks/task_03/rollout_016,260,105
v1completed_external_S5_libero10_v2_selected_152,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_152,libero10_task03_rollout017,,202611267,fully_instrumented_libero10_v1/tasks/task_03/rollout_017,128,105
v1completed_external_S5_libero10_v2_selected_153,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_153,libero10_task03_rollout020,,202611270,fully_instrumented_libero10_v1/tasks/task_03/rollout_020,108,105
v1completed_external_S5_libero10_v2_selected_155,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_155,libero10_task03_rollout026,,202611276,fully_instrumented_libero10_v1/tasks/task_03/rollout_026,129,105
v1completed_external_S5_libero10_v2_selected_157,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_157,libero10_task03_rollout032,,202611282,fully_instrumented_libero10_v1/tasks/task_03/rollout_032,178,105
v1completed_external_S5_libero10_v2_selected_158,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_158,libero10_task03_rollout034,,202611284,fully_instrumented_libero10_v1/tasks/task_03/rollout_034,131,105
v1completed_external_S5_libero10_v2_selected_159,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_159,libero10_task03_rollout036,,202611286,fully_instrumented_libero10_v1/tasks/task_03/rollout_036,123,105
v1completed_external_S5_libero10_v2_selected_160,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_160,libero10_v2_task03_expansion0008,,203008313,fully_instrumented_libero10_v2/expansion/task_3/rollout_0008,111,105
v1completed_external_S5_libero10_v2_selected_161,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_161,libero10_v2_task03_expansion0009,,203008314,fully_instrumented_libero10_v2/expansion/task_3/rollout_0009,118,105
v1completed_external_S5_libero10_v2_selected_163,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_163,libero10_v2_task03_expansion0022,,203008327,fully_instrumented_libero10_v2/expansion/task_3/rollout_0022,120,105
v1completed_external_S5_libero10_v2_selected_165,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_165,libero10_v2_task03_expansion0031,,203008336,fully_instrumented_libero10_v2/expansion/task_3/rollout_0031,260,105
v1completed_external_S5_libero10_v2_selected_166,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_166,libero10_v2_task03_expansion0033,,203008338,fully_instrumented_libero10_v2/expansion/task_3/rollout_0033,260,105
v1completed_external_S5_libero10_v2_selected_167,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_167,libero10_v2_task03_expansion0043,,203008348,fully_instrumented_libero10_v2/expansion/task_3/rollout_0043,260,105
v1completed_external_S5_libero10_v2_selected_169,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_169,libero10_v2_task03_expansion0054,,203008359,fully_instrumented_libero10_v2/expansion/task_3/rollout_0054,260,105
v1completed_external_S5_libero10_v2_selected_170,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_170,libero10_v2_task03_expansion0068,,203008373,fully_instrumented_libero10_v2/expansion/task_3/rollout_0068,150,105
v1completed_external_S5_libero10_v2_selected_171,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_171,libero10_v2_task03_expansion0079,,203008384,fully_instrumented_libero10_v2/expansion/task_3/rollout_0079,115,105
v1completed_external_S5_libero10_v2_selected_172,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_172,libero10_v2_task03_expansion0080,,203008385,fully_instrumented_libero10_v2/expansion/task_3/rollout_0080,134,105
v1completed_external_S5_libero10_v2_selected_174,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_174,libero10_v2_task03_expansion0089,,203008394,fully_instrumented_libero10_v2/expansion/task_3/rollout_0089,123,105
v1completed_external_S5_libero10_v2_selected_175,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_175,libero10_v2_task03_expansion0090,,203008395,fully_instrumented_libero10_v2/expansion/task_3/rollout_0090,142,105
v1completed_external_S5_libero10_v2_selected_176,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_176,libero10_v2_task03_expansion0091,,203008396,fully_instrumented_libero10_v2/expansion/task_3/rollout_0091,133,105
v1completed_external_S5_libero10_v2_selected_177,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_177,libero10_v2_task03_expansion0100,,203008405,fully_instrumented_libero10_v2/expansion/task_3/rollout_0100,105,105
v1completed_external_S5_libero10_v2_selected_178,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_178,libero10_v2_task03_expansion0103,,203008408,fully_instrumented_libero10_v2/expansion/task_3/rollout_0103,260,105
v1completed_external_S5_libero10_v2_selected_179,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_179,libero10_v2_task03_expansion0106,,203008411,fully_instrumented_libero10_v2/expansion/task_3/rollout_0106,152,105
v1completed_external_S5_libero10_v2_selected_180,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_180,libero10_v2_task03_expansion0109,,203008414,fully_instrumented_libero10_v2/expansion/task_3/rollout_0109,181,105
v1completed_external_S5_libero10_v2_selected_181,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_181,libero10_v2_task03_expansion0111,,203008416,fully_instrumented_libero10_v2/expansion/task_3/rollout_0111,121,105
v1completed_external_S5_libero10_v2_selected_182,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_182,libero10_v2_task03_expansion0116,,203008421,fully_instrumented_libero10_v2/expansion/task_3/rollout_0116,260,105
v1completed_external_S5_libero10_v2_selected_183,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_183,libero10_v2_task03_expansion0122,,203008427,fully_instrumented_libero10_v2/expansion/task_3/rollout_0122,260,105
v1completed_external_S5_libero10_v2_selected_184,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_184,libero10_v2_task03_expansion0127,,203008432,fully_instrumented_libero10_v2/expansion/task_3/rollout_0127,122,105
v1completed_external_S5_libero10_v2_selected_185,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_185,libero10_v2_task03_expansion0129,,203008434,fully_instrumented_libero10_v2/expansion/task_3/rollout_0129,260,105
v1completed_external_S5_libero10_v2_selected_186,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_186,libero10_v2_task03_expansion0130,,203008435,fully_instrumented_libero10_v2/expansion/task_3/rollout_0130,123,105
v1completed_external_S5_libero10_v2_selected_187,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_187,libero10_v2_task03_expansion0138,,203008443,fully_instrumented_libero10_v2/expansion/task_3/rollout_0138,260,105
v1completed_external_S5_libero10_v2_selected_188,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_188,libero10_v2_task03_expansion0150,,203008455,fully_instrumented_libero10_v2/expansion/task_3/rollout_0150,117,105
v1completed_external_S5_libero10_v2_selected_189,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_189,libero10_v2_task03_expansion0165,,203008470,fully_instrumented_libero10_v2/expansion/task_3/rollout_0165,111,105
v1completed_external_S5_libero10_v2_selected_190,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_190,libero10_v2_task03_expansion0171,,203008476,fully_instrumented_libero10_v2/expansion/task_3/rollout_0171,260,105
